Symbol,Gene_symbol,IPI_accession,IPIs,Description,Protein_length,hESC_SpC,hNSC_SpC,NSAF_SpC_ratio,hESC_G_mean,hESC_Ln_NSAF,hESC_RSD_pct,hNSC_G_mean,hNSC_Ln_NSAF,hNSC_RSC_pct,t_test_p,color
CDYL,CDYL;CDY2B;CDY1B,IPI00293963,IPI00927254;IPI00943174;IPI00655922;IPI00181285;IPI00942198;IPI00334502;IPI00218948;IPI00293963;IPI00069208,Isoform 1 of Chromodomain Y-like protein,598,"( 2 ,5 ,1 )","( 3 ,2 ,5 )",0.711223835,5.9137e-06,-12.03823966,8.017653217,8.31482e-06,-11.69747158,2.973032497,0.595214395,gray
GOLGA3,GOLGA3,IPI00305267,IPI00333419;IPI00654805;IPI00944623;IPI00305267,Isoform 1 of Golgin subfamily A member 3,1498,"( 9 ,18 ,14 )","( 9 ,13 ,12 )",1.152158286,1.3481e-05,-11.21422692,3.370617195,1.17007e-05,-11.35586388,1.728497703,0.595363823,gray
TACC2,TACC2,IPI00643465,IPI00963962;IPI00410127;IPI00965084;IPI00410301;IPI00030033;IPI00943614;IPI00642773;IPI00643465;IPI00935164,Isoform 4 of Transforming acidic coiled-coil-containing protein 2,2948,"( 12 ,20 ,15 )","( 34 ,34 ,8 )",0.702014426,8.12821e-06,-11.72016986,2.944868585,1.15784e-05,-11.36636854,8.875219878,0.595424899,gray
GNL1,GNL1,IPI00396387,IPI00384745;IPI00396387;IPI00943277,Isoform 1 of Guanine nucleotide-binding protein-like 1,607,"( 21 ,25 ,26 )","( 27 ,11 ,22 )",1.195532565,6.06067e-05,-9.711104347,2.044298779,5.06943e-05,-9.889696094,5.053214191,0.595669131,gray
CIT,CIT,IPI00719285,IPI00022465;IPI00719285,Citron,2069,"( 13 ,20 ,15 )","( 13 ,13 ,15 )",1.134932351,1.16279e-05,-11.36210137,3.132829939,1.02455e-05,-11.48867442,1.184098717,0.595791604,gray
EIF4EBP2,EIF4EBP2,IPI00002570,IPI00002570,Eukaryotic translation initiation factor 4E-binding protein 2,120,"( 11 ,15.8261 ,3 )","( 11 ,17 ,9 )",0.665592541,0.00010257,-9.184960936,12.34623404,0.000154104,-8.77788334,5.465232568,0.596039774,gray
PABPN1,PABPN1,IPI00005792,IPI00414963;IPI00005792,Isoform 1 of Polyadenylate-binding protein 2,306,"( 54 ,160 ,34 )","( 89.8333 ,171 ,60 )",0.671548558,0.000332035,-8.010269985,12.3793354,0.000494432,-7.612101031,8.991661313,0.596180451,gray
ATP11C,ATP11C,IPI00396234,IPI00555989;IPI00237446;IPI00646948;IPI00396234;IPI00552319,Isoform 1 of Probable phospholipid-transporting ATPase IG,1132,"( 9 ,15.8824 ,2 )","( 4 ,5 ,4 )",1.531897225,9.44224e-06,-11.57031781,10.91477289,6.16375e-06,-11.99682479,2.200569587,0.596277154,gray
PKD2,PKD2,IPI00299040,IPI00299040,Polycystin-2,968,"( 3 ,6 ,4 )","( 4 ,3 ,11 )",0.803269195,6.56865e-06,-11.93320196,3.627283582,8.1774e-06,-11.71413658,4.261971932,0.596370134,gray
IPO8,IPO8,IPI00007401,IPI00007401,Importin-8,1037,"( 19.8857 ,14.6292 ,9.5 )","( 13.35 ,22.0588 ,17.6611 )",0.796297221,2.06835e-05,-10.7861752,5.841317594,2.59746e-05,-10.55839243,2.616873234,0.596684513,gray
GFER,GFER,IPI00902969,IPI00902969,FAD-linked sulfhydryl oxidase ALR,205,"( 11 ,16 ,16 )","( 7 ,24 ,7 )",1.315275425,0.000105285,-9.15884404,2.395727702,8.00475e-05,-9.432890132,8.475318342,0.596786929,gray
CRELD2,CRELD2,IPI00794252,IPI00419731;IPI00879774;IPI00794252;IPI00796204;IPI00386754;IPI00794793;IPI00797918,Isoform 5 of Cysteine-rich with EGF-like domain protein 2,402,"( 9 ,7 ,2 )","( 7 ,1 ,4 )",1.585327484,2.01067e-05,-10.81445966,9.518572163,1.2683e-05,-11.27525066,8.36939557,0.597293127,gray
CNIH4,CNIH4,IPI00000115,IPI00000115;IPI00642014,Isoform 1 of Protein cornichon homolog 4,139,"( 7 ,0 ,6 )","( 5 ,6 ,3 )",0.605248209,3.03365e-05,-10.40315807,13.6587403,5.01225e-05,-9.901041429,5.633293221,0.597466956,gray
MRPS24,MRPS24,IPI00101258,IPI00101258;IPI00000181,"28S ribosomal protein S24, mitochondrial",167,"( 9 ,6 ,0 )","( 6 ,7 ,4 )",0.534227752,2.75858e-05,-10.49820974,17.64084147,5.16368e-05,-9.871276711,4.98801707,0.598040589,gray
FAM193A,FAM193A,IPI00181821,IPI00607859;IPI00607686;IPI00963920;IPI00965561;IPI00965282;IPI00181821;IPI00607566,Isoform 1 of Protein FAM193A,1265,"( 3 ,4 ,0 )","( 2 ,8 ,2 )",0.576122847,2.26264e-06,-12.99897827,10.89544754,3.92736e-06,-12.44754391,7.201246997,0.598139213,gray
MFF,MFF,IPI00026448,IPI00917883;IPI00024627;IPI00915899;IPI00031927;IPI00024816;IPI00917411;IPI00555826;IPI00917584;IPI00026448,Isoform 1 of Mitochondrial fission factor,342,"( 12 ,21 ,10 )","( 15 ,18 ,2 )",1.681691798,6.57643e-05,-9.629433888,5.822052271,3.9106e-05,-10.1492342,14.60158664,0.598157472,gray
CAB39,CAB39,IPI00032561,IPI00032561,Calcium-binding protein 39,341,"( 12.7273 ,12.2727 ,10.9474 )","( 13 ,13.3333 ,3.23077 )",1.426289401,5.35981e-05,-9.833997846,3.495640198,3.75787e-05,-10.18907409,10.04438071,0.598344408,gray
MYL6,MYL6B;MYL6,IPI00796366,IPI00335168;IPI00789605;IPI00796366;IPI00930599,"cDNA FLJ56329, highly similar to Myosin light polypeptide 6",238,"( 100.466 ,139.577 ,288.92 )","( 99.1667 ,164.957 ,191.929 )",0.924976618,0.001387192,-6.580473608,2.012960825,0.001499705,-6.502486789,3.012884912,0.598355281,gray
KIAA0319L,KIAA0319L,IPI00472754,IPI00844309;IPI00936149;IPI00472754;IPI00945489;IPI00946950;IPI00749513,Isoform 1 of Uncharacterized protein KIAA0319-like,1058,"( 10 ,7 ,2 )","( 10 ,8 ,5 )",0.66593122,7.73223e-06,-11.77011382,9.230372431,1.16111e-05,-11.36354493,5.188877525,0.598543209,gray
WTAP,WTAP,IPI00220302,IPI00014150;IPI00220302,Isoform 1 of Pre-mRNA-splicing regulator WTAP,396,"( 2 ,8 ,1 )","( 2 ,5 ,6 )",0.644262219,9.9877e-06,-11.51415637,10.98558314,1.55025e-05,-11.07450691,4.032627637,0.599324847,gray
HSP90B1,HSP90B1,IPI00027230,IPI00939289;IPI00027230,Endoplasmin,803,"( 798.603 ,614.52 ,1746.26 )","( 682.241 ,645.989 ,1287.64 )",1.12722198,0.00180809,-6.315484288,4.918147289,0.001604023,-6.435240469,2.962699238,0.599464179,gray
RTN4IP1,RTN4IP1,IPI00291972,IPI00383312;IPI00291972,"Isoform 1 of Reticulon-4-interacting protein 1, mitochondrial",396,"( 8 ,10 ,0 )","( 5 ,11 ,5 )",0.51627974,1.32659e-05,-11.23031499,17.38782882,2.56951e-05,-10.56920846,5.220956438,0.599625305,gray
FTSJ3,FTSJ3,IPI00217686,IPI00217686,Putative rRNA methyltransferase 3,847,"( 15 ,34 ,7 )","( 28 ,31 ,13 )",0.669898966,2.75791e-05,-10.4984512,9.672898169,4.11691e-05,-10.09782282,6.750153392,0.599894284,gray
TBR1,TBR1,IPI00003421,IPI00003421,T-box brain protein 1,682,"( 3 ,8 ,35 )","( 9 ,0 ,22 )",2.005188724,2.11454e-05,-10.7640875,9.175246328,1.05453e-05,-11.45982568,16.57508751,0.601002398,gray
CSNK1E,CSNK1D;CSNK1E,IPI00848174,IPI00797824;IPI00848174;IPI00011102;IPI00027729;IPI00878583;IPI00556134;IPI00878374;IPI00234463;IPI00878751,"cDNA FLJ34950 fis, clone NT2RP7017284, highly similar to Casein kinase I isoform epsilon",416,"( 11.6786 ,18 ,10 )","( 11.25 ,9 ,9.75 )",1.220132418,4.75177e-05,-9.954409093,5.215832455,3.89447e-05,-10.15336849,3.132825295,0.601404802,gray
MAP4K5,MAP4K5,IPI00294842,IPI00294842,Mitogen-activated protein kinase kinase kinase kinase 5,846,"( 2 ,7.77778 ,4 )","( 2 ,8.81119 ,9 )",0.719704162,7.159e-06,-11.84713986,5.875621585,9.94715e-06,-11.51822482,6.322515457,0.601508494,gray
C17orf71,C17orf71,IPI00867503,IPI00867503;IPI00328183,Isoform 2 of Protein SMG8,1023,"( 20 ,27 ,16 )","( 22 ,21 ,29 )",0.849373402,3.06575e-05,-10.39263339,4.748499151,3.60942e-05,-10.22937702,0.814177466,0.602002244,gray
RGL2,RGL2,IPI00005656,IPI00178959;IPI00005656;IPI00908923,Ral guanine nucleotide dissociation stimulator-like 2,777,"( 4 ,3 ,2 )","( 0 ,7 ,2 )",1.628331996,6.43732e-06,-11.95339763,6.088094046,3.95332e-06,-12.44095381,10.53130744,0.60211122,gray
PCBP2,PCBP2,IPI00012066,IPI00012066;IPI00900327;IPI00470509;IPI00788837;IPI00790627;IPI00796442;IPI00791223,poly(rC)-binding protein 2 isoform b,362,"( 98.1154 ,140.795 ,224.099 )","( 125.837 ,179.479 ,209.132 )",0.900906206,0.000850185,-7.070056811,2.79554131,0.0009437,-6.965702684,3.632681194,0.603408998,gray
MAP2K1,MAP2K1,IPI00219604,IPI00219604,Dual specificity mitogen-activated protein kinase kinase 1,393,"( 25.3636 ,33.7116 ,25.075 )","( 30.4068 ,37.7568 ,28.4595 )",0.854319898,0.000108042,-9.132991499,4.041481999,0.000126465,-8.975541931,3.499954103,0.603544147,gray
PPIF,PPIF,IPI00026519,IPI00026519,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",207,"( 28 ,50 ,16.2443 )","( 20 ,29 ,15 )",1.354287559,0.000209193,-8.472252862,9.332099326,0.000154467,-8.775528391,5.701482589,0.603664649,gray
ACAD8,ACAD8,IPI00747159,IPI00747159,"Isobutyryl-CoA dehydrogenase, mitochondrial",415,"( 10 ,15 ,11 )","( 11 ,12 ,17 )",0.887349249,4.35199e-05,-10.04229314,3.659548117,4.90448e-05,-9.922776508,0.200909544,0.603675619,gray
TRO,TRO,IPI00029683,IPI00747374;IPI00790643;IPI00927381;IPI00029683;IPI00794648;IPI00789963;IPI00848038;IPI00645649;IPI00789312,Trophinin,1431,"( 4 ,4 ,70.5 )","( 2 ,4 ,39 )",1.758430855,1.55972e-05,-11.0684187,10.27719489,8.86996e-06,-11.63284055,11.39322487,0.604108918,gray
LOC100131294,LOC100131294;RAB13,IPI00877662,IPI00877662;IPI00016373,"similar to RAB13, member RAS oncogene family",327,"( 16.5392 ,0 ,37.8883 )","( 10.8128 ,7.6087 ,31.6263 )",0.485479791,3.1746e-05,-10.35774367,21.16424479,6.5391e-05,-9.635126055,5.831096358,0.605199472,gray
SNRNP70,SNRNP70,IPI00290204,IPI00219483;IPI00290204,Isoform 1 of U1 small nuclear ribonucleoprotein 70 kDa,437,"( 114 ,123 ,50 )","( 82 ,177 ,108 )",0.753365261,0.000311479,-8.074179717,9.481933607,0.00041345,-7.790974623,5.513120036,0.605265178,gray
SEC16A,SEC16A,IPI00641384,IPI00872611;IPI00641384,protein transport protein Sec16A,2357,"( 32 ,49 ,26 )","( 27 ,56 ,44 )",0.816379961,2.24256e-05,-10.70530872,5.01270004,2.74695e-05,-10.50243332,3.103546454,0.605324265,gray
PDIA4,PDIA4,IPI00009904,IPI00009904,Protein disulfide-isomerase A4,645,"( 359.93 ,327 ,624.775 )","( 357.097 ,401.995 ,544.341 )",0.963410678,0.00099276,-6.915021426,1.667158812,0.001030464,-6.877745924,0.103534073,0.605965564,gray
PHF5A,PHF5A,IPI00005511,IPI00005511,PHD finger-like domain-containing protein 5A,110,"( 8 ,8 ,33 )","( 11 ,13 ,25 )",0.824922966,0.000178271,-8.63220814,6.446364047,0.000216106,-8.439742868,2.604541274,0.606678261,gray
LOC727967,BOP1;LOC727967,IPI00943616,IPI00028955;IPI00741996;IPI00943616,similar to block of proliferation 1,668,"( 0 ,0 ,10 )","( 2 ,3 ,2 )",0.627337635,2.99311e-06,-12.71919595,11.07590793,4.77114e-06,-12.25292556,2.926327003,0.606729233,gray
RPUSD2,RPUSD2,IPI00150963,IPI00908891;IPI00150963,RNA pseudouridylate synthase domain-containing protein 2,545,"( 31 ,33 ,20 )","( 26 ,21 ,19 )",1.231141012,7.67931e-05,-9.474395761,5.658005219,6.23756e-05,-9.682337152,3.759239451,0.607638985,gray
ARFGEF2,ARFGEF2,IPI00002186,IPI00002186,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,1785,"( 10.2308 ,2.90909 ,8.52113 )","( 5.57143 ,7 ,2.29167 )",1.391840898,5.41989e-06,-12.12543525,5.458029709,3.89404e-06,-12.45606251,6.346444891,0.607772998,gray
RABGGTA,RABGGTA,IPI00022664,IPI00022664,Geranylgeranyl transferase type-2 subunit alpha,567,"( 11 ,18 ,4 )","( 12 ,13 ,13 )",0.718610594,2.49402e-05,-10.59903011,9.580897687,3.47061e-05,-10.26859445,1.80709979,0.607831271,gray
ALKBH5,ALKBH5,IPI00759562,IPI00936011;IPI00413659;IPI00759562,Isoform 1 of Probable alpha-ketoglutarate-dependent dioxygenase ABH5,458,"( 4 ,0 ,3 )","( 2 ,2 ,4 )",0.702026451,6.06399e-06,-12.01314195,9.060971986,8.63784e-06,-11.65935776,1.674748446,0.608124039,gray
LUC7L,LUC7L,IPI00071318,IPI00071318;IPI00410026,Isoform 1 of Putative RNA-binding protein Luc7-like 1,371,"( 30.5085 ,43.0312 ,47.1724 )","( 34.6875 ,33.3529 ,41.3832 )",1.07117704,0.000162991,-8.721814566,2.045893327,0.000152161,-8.790572647,1.35480944,0.608348069,gray
BRD2,BRD2,IPI00440502,IPI00797929;IPI00894424;IPI00893622;IPI00894013;IPI00014414;IPI00893088;IPI00440502,Isoform 2 of Bromodomain-containing protein 2,836,"( 20 ,25.4896 ,8.65663 )","( 21.6974 ,29.6259 ,13.049 )",0.737305252,3.04719e-05,-10.3987055,8.069102952,4.13287e-05,-10.09395221,4.488846892,0.608768221,gray
CDC16,CDC16,IPI00022091,IPI00376312;IPI00642377;IPI00376313;IPI00022091,Isoform 1 of Cell division cycle protein 16 homolog,620,"( 13 ,2 ,8 )","( 6 ,7 ,12 )",0.731015034,1.46282e-05,-11.13255756,8.740041537,2.00108e-05,-10.81923631,1.367159626,0.60984341,gray
NDUFB5,NDUFB5,IPI00947328,IPI00791036;IPI00013459;IPI00946352;IPI00956100;IPI00947328;IPI00556190,Protein,206,"( 8 ,1 ,15 )","( 8 ,7 ,7 )",0.65842563,3.65961e-05,-10.21557016,12.59547373,5.55811e-05,-9.797666457,2.807380607,0.609854175,gray
MPG,MPG,IPI00295497,IPI00748491;IPI00556107;IPI00295497;IPI00218495,Isoform 1 of DNA-3-methyladenine glycosylase,298,"( 8 ,19 ,7 )","( 6 ,7 ,12 )",1.261182564,5.23606e-05,-9.857355713,7.246635082,4.15171e-05,-10.08940554,1.482140679,0.610555015,gray
TMEM223,TMEM223,IPI00456888,IPI00456888,Transmembrane protein 223,202,"( 5 ,2 ,2 )","( 0 ,3 ,4 )",1.468589265,2.05384e-05,-10.79321485,6.686634603,1.39851e-05,-11.17751711,8.683779887,0.610664102,gray
ZWILCH,ZWILCH,IPI00329679,IPI00878098;IPI00329679,Isoform 1 of Protein zwilch homolog,591,"( 16 ,20 ,12 )","( 17 ,13 ,28 )",0.83754408,4.05917e-05,-10.11194593,4.96997151,4.84652e-05,-9.934664549,2.442850217,0.611224471,gray
CD99,CD99,IPI00253036,IPI00253036;IPI00642948,Isoform I of CD99 antigen,185,"( 5 ,2 ,2 )","( 15 ,26 ,0 )",0.459633185,2.24257e-05,-10.70530431,6.7417091,4.87904e-05,-9.927977775,24.00582384,0.611955466,gray
GNL3,GNL3,IPI00306380,IPI00306380;IPI00003886,Isoform 1 of Guanine nucleotide-binding protein-like 3,549,"( 26 ,36 ,16 )","( 33 ,19 ,46 )",0.790189185,6.86226e-05,-9.586888683,6.799194187,8.68432e-05,-9.351405795,3.829537242,0.612144724,gray
UQCRFS1,UQCRFS1,IPI00026964,IPI00026964,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",274,"( 31 ,40 ,37 )","( 38 ,52 ,34 )",0.865750449,0.000199694,-8.518726039,2.97510915,0.00023066,-8.374567462,4.514320536,0.612276195,gray
GINS4,GINS4,IPI00031614,IPI00031614,Isoform 1 of DNA replication complex GINS protein SLD5,223,"( 11 ,23 ,17 )","( 11 ,11 ,22 )",1.15361638,0.000111462,-9.10182873,4.449985849,9.66195e-05,-9.244730416,2.151786411,0.612320993,gray
UBTF,UBTF,IPI00014533,IPI00014533;IPI00220833;IPI00384556,Isoform UBF1 of Nucleolar transcription factor 1,764,"( 11 ,11 ,18 )","( 7 ,20 ,8 )",1.226023444,2.60058e-05,-10.55719201,0.345949795,2.12115e-05,-10.76096797,5.974376357,0.612352853,gray
PAK1IP1,PAK1IP1,IPI00549540,IPI00549540,p21-activated protein kinase-interacting protein 1,392,"( 33 ,26 ,16 )","( 35 ,30 ,25 )",0.792076269,9.33592e-05,-9.279056071,6.810690992,0.000117866,-9.045958478,4.210167738,0.612918707,gray
FKBP1A,FKBP1A,IPI00413778,IPI00413778,FKBP1A protein,145,"( 34 ,37 ,89 )","( 43 ,47 ,68 )",0.918203849,0.000508038,-7.584953966,3.533938566,0.000553296,-7.499618111,0.421656228,0.612933004,gray
CMBL,CMBL,IPI00383046,IPI00383046,Carboxymethylenebutenolidase homolog,245,"( 5 ,8 ,9 )","( 6 ,7 ,10 )",0.933883713,4.43789e-05,-10.02274739,2.108282876,4.75208e-05,-9.954344035,0.492080419,0.613912343,gray
STT3A,STT3A,IPI00297492,IPI00297492,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,705,"( 19 ,13 ,64 )","( 22 ,22 ,60 )",0.802726515,5.44098e-05,-9.818965456,6.022670238,6.77813e-05,-9.599224253,3.904949629,0.615249953,gray
METT5D1,METT5D1,IPI00783001,IPI00783001,Isoform 1 of Probable S-adenosyl-L-methionine-dependent methyltransferase METT5D1,407,"( 8 ,5 ,8 )","( 7 ,2 ,10 )",1.295035601,2.5686e-05,-10.56956543,2.804005428,1.98342e-05,-10.82810361,7.102451311,0.61527205,gray
GIPC1,GIPC1,IPI00024705,IPI00024705,PDZ domain-containing protein GIPC1,333,"( 13.7143 ,11.6667 ,16 )","( 14 ,13 ,8 )",1.186591833,6.27881e-05,-9.675745789,1.764101112,5.29146e-05,-9.846830981,5.262287026,0.615585506,gray
SDCCAG1,SDCCAG1,IPI00301618,IPI00301618,Isoform 1 of Serologically defined colon cancer antigen 1,1076,"( 6 ,9 ,5 )","( 3 ,6 ,8 )",1.212295244,9.18086e-06,-11.59838999,4.440921727,7.57312e-06,-11.79090544,2.834304137,0.61573841,gray
IRF2BP2,IRF2BP2,IPI00376199,IPI00889619;IPI00376199,Isoform 1 of Interferon regulatory factor 2-binding protein 2,587,"( 5.8747 ,4.38222 ,11.7458 )","( 7.53015 ,2.38828 ,8.20255 )",1.248865609,1.74766e-05,-10.95464764,2.597618466,1.3994e-05,-11.17688327,5.819199773,0.61614522,gray
IRS2,IRS2,IPI00464978,IPI00464978,Insulin receptor substrate 2 insertion mutant (Fragment),1339,"( 7 ,12 ,6 )","( 6 ,21 ,0 )",1.966246937,9.08386e-06,-11.60901105,4.833035085,4.6199e-06,-12.28513767,17.13197226,0.616372161,gray
UQCRB,UQCRB,IPI00220416,IPI00220416,Cytochrome b-c1 complex subunit 7,111,"( 34 ,27 ,60 )","( 25 ,45 ,65 )",0.894507044,0.000523901,-7.554208173,2.613646117,0.000585687,-7.442725671,4.001836326,0.617484738,gray
WIZ,WIZ,IPI00295502,IPI00741630;IPI00922835;IPI00295502,Isoform 1 of Protein Wiz,1651,"( 5 ,9 ,0 )","( 6 ,12 ,2 )",0.523077056,2.64837e-06,-12.84156786,14.0287989,5.06305e-06,-12.19354137,8.724985839,0.61829891,gray
FREM2,FREM2,IPI00180707,IPI00640805;IPI00180707,Isoform 1 of FRAS1-related extracellular matrix protein 2,3169,"( 14 ,28 ,25 )","( 21 ,27 ,24 )",0.882413604,1.03512e-05,-11.47840753,2.952316046,1.17306e-05,-11.35331314,1.90444534,0.618400503,gray
DIMT1L,DIMT1L,IPI00004459,IPI00004459,Probable dimethyladenosine transferase,313,"( 15 ,23 ,32 )","( 14 ,18 ,32 )",1.091642747,0.000108731,-9.126636317,2.063655746,9.96028e-05,-9.214319986,2.277033992,0.618649102,gray
PSMC5,PSMC5,IPI00023919,IPI00023919;IPI00745502,26S protease regulatory subunit 8,406,"( 132 ,175.653 ,218 )","( 148 ,151.731 ,185 )",1.049744975,0.000646263,-7.344304417,1.688270763,0.000615638,-7.39285167,1.289106518,0.619285778,gray
C20orf11,C20orf11,IPI00016634,IPI00909074;IPI00016634,Protein C20orf11,228,"( 13 ,19 ,10 )","( 10 ,13 ,10 )",1.213286176,9.09035e-05,-9.30571159,5.916307566,7.49234e-05,-9.499044116,3.09694092,0.61976798,gray
MAZ,MAZ,IPI00168859,IPI00168859,myc-associated zinc finger protein isoform 2,493,"( 10.8333 ,10 ,1 )","( 8 ,13 ,5 )",0.58280925,1.47791e-05,-11.12229727,14.64130381,2.53584e-05,-10.58240194,6.134807831,0.619991449,gray
LSM2,LSM2,IPI00032460,IPI00032460,U6 snRNA-associated Sm-like protein LSm2,95,"( 24 ,37 ,66 )","( 34 ,30 ,83 )",0.869696674,0.000624938,-7.377858734,3.643048822,0.00071857,-7.238247956,5.003040532,0.62001635,gray
NMT1,NMT1,IPI00329692,IPI00218830;IPI00329692,Isoform Long of Glycylpeptide N-tetradecanoyltransferase 1,496,"( 61 ,34.7838 ,56 )","( 42.075 ,47.5714 ,79.5513 )",0.892238643,0.000151579,-8.794404673,3.9476522,0.000169886,-8.680383028,1.433104398,0.620521062,gray
TSC22D2,TSC22D2,IPI00477806,IPI00164935;IPI00477806,Isoform 1 of TSC22 domain family protein 2,780,"( 2.57143 ,2.5 ,2 )","( 3 ,2.51667 ,0 )",1.479166289,4.59051e-06,-12.29151845,3.280326282,3.10345e-06,-12.68299706,9.49054093,0.620653047,gray
COPZ1,COPZ1,IPI00032851,IPI00032851,Coatomer subunit zeta-1,177,"( 22 ,34 ,31 )","( 32 ,22 ,44 )",0.892660391,0.000246238,-8.309211817,3.204528921,0.000275847,-8.195662745,3.096916795,0.62112247,gray
EARS2,EARS2,IPI00384707,IPI00384707;IPI00642156,EARS2 protein,534,"( 14 ,18 ,12 )","( 11 ,7 ,22 )",1.202540883,4.17346e-05,-10.08417964,4.177837613,3.47054e-05,-10.26861636,4.14912421,0.621982679,gray
COPS4,COPS4,IPI00967027,IPI00967027;IPI00966770;IPI00171844,50 kDa protein,438,"( 64 ,76 ,105 )","( 76 ,66 ,123 )",0.939962539,0.000291538,-8.140339293,1.010166056,0.000310159,-8.078424037,2.271245516,0.621991551,gray
ARL2,ARL2,IPI00003326,IPI00003326,ADP-ribosylation factor-like protein 2,184,"( 17 ,20 ,37 )","( 18 ,18 ,31 )",1.05974094,0.00019319,-8.551838364,1.719753525,0.000182299,-8.609862845,1.368066339,0.622003391,gray
RNF7,RNF7,IPI00033132,IPI00945323;IPI00033132;IPI00377253;IPI00945636;IPI00030891,Isoform 1 of RING-box protein 2,113,"( 2 ,5 ,3 )","( 4 ,2 ,8 )",0.79054097,4.4885e-05,-10.01140603,4.954830207,5.67776e-05,-9.77636823,5.959269549,0.622535591,gray
RPL18A,RPL18A,IPI00026202,IPI00909746;IPI00026202,60S ribosomal protein L18a,176,"( 144 ,177 ,417 )","( 142 ,150 ,328 )",1.131912496,0.001916245,-6.257387653,4.875455929,0.001692927,-6.38129633,4.141293289,0.622835612,gray
THADA,THADA,IPI00894544,IPI00917435;IPI00936978;IPI00894544;IPI00894197;IPI00900350;IPI00412647;IPI00900266,Putative uncharacterized protein THADA,1954,"( 22 ,13 ,13 )","( 14 ,12 ,7 )",1.337641211,1.29935e-05,-11.25106107,5.19078313,9.71374e-06,-11.54196884,6.478827251,0.623099582,gray
DNMT3A,DNMT3A,IPI00329216,IPI00329216;IPI00893229;IPI00220006;IPI00893896,Isoform 1 of DNA (cytosine-5)-methyltransferase 3A,912,"( 3 ,6.17143 ,9 )","( 3 ,7 ,14 )",0.811320421,9.44652e-06,-11.56986417,3.043593682,1.16434e-05,-11.36077196,5.139607543,0.623211429,gray
LSMD1,LSMD1,IPI00384274,IPI00304922;IPI00384274,Isoform 2 of LSM domain-containing protein 1,173,"( 3 ,4 ,0 )","( 2 ,6 ,2 )",0.619327544,1.60538e-05,-11.03956433,12.6130532,2.59214e-05,-10.56044333,6.860285666,0.623545196,gray
WBSCR16,WBSCR16,IPI00305992,IPI00305992,Williams-Beuren syndrome chromosomal region 16 protein,464,"( 6 ,9 ,8 )","( 5 ,9 ,6 )",1.149866403,2.4901e-05,-10.60060059,2.58376846,2.16556e-05,-10.74024635,3.39413477,0.623764495,gray
PPP1CA,PPP1CA,IPI00902512,IPI00550451;IPI00902512;IPI00027423,Serine/threonine-protein phosphatase,427,"( 34.2562 ,33.8909 ,62.3649 )","( 43.6438 ,33.3253 ,37.4468 )",1.114443854,0.000191308,-8.56162477,0.88325814,0.000171662,-8.669980265,3.991804139,0.624134378,gray
FH,FH,IPI00296053,IPI00759715;IPI00296053,"Isoform Mitochondrial of Fumarate hydratase, mitochondrial",510,"( 68 ,82 ,109 )","( 78 ,92 ,94 )",0.949554335,0.000253855,-8.278746268,0.918460431,0.000267341,-8.226983742,1.838826805,0.624438295,gray
RASSF2,RASSF2,IPI00414179,IPI00414179,Ras association domain-containing protein 2,326,"( 2 ,6 ,2 )","( 4 ,3 ,4 )",0.780306705,1.35236e-05,-11.21107108,6.9451888,1.73312e-05,-10.96300286,2.121796732,0.624462737,gray
RAVER1,RAVER1,IPI00217661,IPI00217670;IPI00217661,ribonucleoprotein PTB-binding 1,756,"( 30 ,74 ,44 )","( 37 ,42 ,35 )",1.196947375,9.34134e-05,-9.278475461,5.60789985,7.80431e-05,-9.458249923,2.929873753,0.62501321,gray
MEX3C,MEX3C,IPI00790901,IPI00790901;IPI00396285,RNA-binding protein MEX3C,659,"( 5 ,12.8276 ,3.46154 )","( 10.7143 ,6.25 ,0 )",1.86296476,1.41652e-05,-11.16472055,7.714604032,7.60359e-06,-11.78688973,15.82167271,0.625305912,gray
YIPF3,YIPF3,IPI00963891,IPI00965871;IPI00647627;IPI00964190;IPI00329688;IPI00647177;IPI00967180;IPI00968007;IPI00963891;IPI00967418,39 kDa protein,356,"( 4 ,0 ,3 )","( 2 ,4 ,2 )",0.687602602,8.15992e-06,-11.71627667,9.629969963,1.18672e-05,-11.34173244,4.399190499,0.625912988,gray
SNORD45A,RABGGTB,IPI00295849,IPI00514956;IPI00556444;IPI00295849,Geranylgeranyl transferase type-2 subunit beta,331,"( 8 ,2 ,14 )","( 5 ,7 ,14 )",0.757342846,2.80433e-05,-10.48176061,8.212701347,3.70285e-05,-10.20382139,3.053768426,0.626148826,gray
AUTS2,AUTS2,IPI00103655,IPI00218684;IPI00103655,Isoform Long of Autism susceptibility gene 2 protein,1259,"( 5 ,2 ,0 )","( 5 ,2 ,2 )",0.619329016,2.07589e-06,-13.08511844,10.86288034,3.35184e-06,-12.60599982,5.524046134,0.626689026,gray
